,"AL,01,001,Autauga County,H1"
2683,"TX,48,323,Maverick County,H1"
2684,"TX,48,325,Medina County,H1"
2685,"TX,48,327,Menard County,H1"
2686,"TX,48,329,Midland County,H1"
2687,"TX,48,331,Milam County,H1"
2688,"TX,48,333,Mills County,H1"
2689,"TX,48,335,Mitchell County,H1"
2690,"TX,48,337,Montague County,H1"
2691,"TX,48,339,Montgomery County,H1"
2692,"TX,48,341,Moore County,H1"
2693,"TX,48,343,Morris County,H1"
2694,"TX,48,345,Motley County,H1"
2695,"TX,48,347,Nacogdoches County,H1"
2696,"TX,48,349,Navarro County,H1"
2697,"TX,48,351,Newton County,H1"
2698,"TX,48,353,Nolan County,H1"
2699,"TX,48,355,Nueces County,H1"
2700,"TX,48,357,Ochiltree County,H1"
2701,"TX,48,359,Oldham County,H1"
2702,"TX,48,361,Orange County,H1"
2703,"TX,48,363,Palo Pinto County,H1"
2704,"TX,48,365,Panola County,H1"
2705,"TX,48,367,Parker County,H1"
2706,"TX,48,369,Parmer County,H1"
2707,"TX,48,371,Pecos County,H1"
2708,"TX,48,373,Polk County,H1"
2709,"TX,48,375,Potter County,H1"
2710,"TX,48,377,Presidio County,H1"
2711,"TX,48,379,Rains County,H1"
2712,"TX,48,381,Randall County,H1"
2713,"TX,48,383,Reagan County,H1"
2714,"TX,48,385,Real County,H1"
2715,"TX,48,387,Red River County,H1"
2716,"TX,48,389,Reeves County,H1"
2717,"TX,48,391,Refugio County,H1"
2718,"TX,48,393,Roberts County,H1"
2719,"TX,48,395,Robertson County,H1"
2720,"TX,48,397,Rockwall County,H1"
2721,"TX,48,399,Runnels County,H1"
2722,"TX,48,401,Rusk County,H1"
2723,"TX,48,403,Sabine County,H1"
2724,"TX,48,405,San Augustine County,H1"
2725,"TX,48,407,San Jacinto County,H1"
2726,"TX,48,409,San Patricio County,H1"
2727,"TX,48,411,San Saba County,H1"
2728,"TX,48,413,Schleicher County,H1"
2729,"TX,48,415,Scurry County,H1"
2730,"TX,48,417,Shackelford County,H1"
2731,"TX,48,419,Shelby County,H1"
2732,"TX,48,421,Sherman County,H1"
2733,"TX,48,423,Smith County,H1"
2734,"TX,48,425,Somervell County,H1"
2735,"TX,48,427,Starr County,H1"
2736,"TX,48,429,Stephens County,H1"
2737,"TX,48,431,Sterling County,H1"
2738,"TX,48,433,Stonewall County,H1"
2739,"TX,48,435,Sutton County,H1"
2740,"TX,48,437,Swisher County,H1"
2741,"TX,48,439,Tarrant County,H1"
2742,"TX,48,441,Taylor County,H1"
2743,"TX,48,443,Terrell County,H1"
2744,"TX,48,445,Terry County,H1"
2745,"TX,48,447,Throckmorton County,H1"
2746,"TX,48,449,Titus County,H1"
2747,"TX,48,451,Tom Green County,H1"
2748,"TX,48,453,Travis County,H1"
2749,"TX,48,455,Trinity County,H1"
2750,"TX,48,457,Tyler County,H1"
2751,"TX,48,459,Upshur County,H1"
2752,"TX,48,461,Upton County,H1"
2753,"TX,48,463,Uvalde County,H1"
2754,"TX,48,465,Val Verde County,H1"
2755,"TX,48,467,Van Zandt County,H1"
2756,"TX,48,469,Victoria County,H1"
2757,"TX,48,471,Walker County,H1"
2758,"TX,48,473,Waller County,H1"
2759,"TX,48,475,Ward County,H1"
2760,"TX,48,477,Washington County,H1"
2761,"TX,48,479,Webb County,H1"
2762,"TX,48,481,Wharton County,H1"
2763,"TX,48,483,Wheeler County,H1"
2764,"TX,48,485,Wichita County,H1"
2765,"TX,48,487,Wilbarger County,H1"
2766,"TX,48,489,Willacy County,H1"
2767,"TX,48,491,Williamson County,H1"
2768,"TX,48,493,Wilson County,H1"
2769,"TX,48,495,Winkler County,H1"
2770,"TX,48,497,Wise County,H1"
2771,"TX,48,499,Wood County,H1"
2772,"TX,48,501,Yoakum County,H1"
2773,"TX,48,503,Young County,H1"
2774,"TX,48,505,Zapata County,H1"
2775,"TX,48,507,Zavala County,H1"
2776,"UT,49,001,Beaver County,H1"
2777,"UT,49,003,Box Elder County,H1"
2778,"UT,49,005,Cache County,H1"
2779,"UT,49,007,Carbon County,H1"
2780,"UT,49,009,Daggett County,H1"
2781,"UT,49,011,Davis County,H1"
2782,"UT,49,013,Duchesne County,H1"
2783,"UT,49,015,Emery County,H1"
2784,"UT,49,017,Garfield County,H1"
2785,"UT,49,019,Grand County,H1"
2786,"UT,49,021,Iron County,H1"
2787,"UT,49,023,Juab County,H1"
2788,"UT,49,025,Kane County,H1"
2789,"UT,49,027,Millard County,H1"
2790,"UT,49,029,Morgan County,H1"
2791,"UT,49,031,Piute County,H1"
2792,"UT,49,033,Rich County,H1"
2793,"UT,49,035,Salt Lake County,H1"
2794,"UT,49,037,San Juan County,H1"
2795,"UT,49,039,Sanpete County,H1"
2796,"UT,49,041,Sevier County,H1"
2797,"UT,49,043,Summit County,H1"
2798,"UT,49,045,Tooele County,H1"
2799,"UT,49,047,Uintah County,H1"
2800,"UT,49,049,Utah County,H1"
2801,"UT,49,051,Wasatch County,H1"
2802,"UT,49,053,Washington County,H1"
2803,"UT,49,055,Wayne County,H1"
2804,"UT,49,057,Weber County,H1"
2805,"VT,50,001,Addison County,H1"
2806,"VT,50,003,Bennington County,H1"
2807,"VT,50,005,Caledonia County,H1"
2808,"VT,50,007,Chittenden County,H1"
2809,"VT,50,009,Essex County,H1"
2810,"VT,50,011,Franklin County,H1"
2811,"VT,50,013,Grand Isle County,H1"
2812,"VT,50,015,Lamoille County,H1"
2813,"VT,50,017,Orange County,H1"
2814,"VT,50,019,Orleans County,H1"
2815,"VT,50,021,Rutland County,H1"
2816,"VT,50,023,Washington County,H1"
2817,"VT,50,025,Windham County,H1"
2818,"VT,50,027,Windsor County,H1"
2819,"VA,51,001,Accomack County,H1"
2820,"VA,51,003,Albemarle County,H1"
2821,"VA,51,005,Alleghany County,H1"
2822,"VA,51,007,Amelia County,H1"
2823,"VA,51,009,Amherst County,H1"
2824,"VA,51,011,Appomattox County,H1"
2825,"VA,51,013,Arlington County,H1"
2826,"VA,51,015,Augusta County,H1"
2827,"VA,51,017,Bath County,H1"
2828,"VA,51,019,Bedford County,H1"
2829,"VA,51,021,Bland County,H1"
2830,"VA,51,023,Botetourt County,H1"
2831,"VA,51,025,Brunswick County,H1"
2832,"VA,51,027,Buchanan County,H1"
2833,"VA,51,029,Buckingham County,H1"
2834,"VA,51,031,Campbell County,H1"
2835,"VA,51,033,Caroline County,H1"
2836,"VA,51,035,Carroll County,H1"
2837,"VA,51,036,Charles City County,H1"
2838,"VA,51,037,Charlotte County,H1"
2839,"VA,51,041,Chesterfield County,H1"
2840,"VA,51,043,Clarke County,H1"
2841,"VA,51,045,Craig County,H1"
2842,"VA,51,047,Culpeper County,H1"
2843,"VA,51,049,Cumberland County,H1"
2844,"VA,51,051,Dickenson County,H1"
2845,"VA,51,053,Dinwiddie County,H1"
2846,"VA,51,057,Essex County,H1"
2847,"VA,51,059,Fairfax County,H1"
2848,"VA,51,061,Fauquier County,H1"
2849,"VA,51,063,Floyd County,H1"
2850,"VA,51,065,Fluvanna County,H1"
2851,"VA,51,067,Franklin County,H1"
2852,"VA,51,069,Frederick County,H1"
2853,"VA,51,071,Giles County,H1"
2854,"VA,51,073,Gloucester County,H1"
2855,"VA,51,075,Goochland County,H1"
2856,"VA,51,077,Grayson County,H1"
2857,"VA,51,079,Greene County,H1"
2858,"VA,51,081,Greensville County,H1"
2859,"VA,51,083,Halifax County,H1"
2860,"VA,51,085,Hanover County,H1"
2861,"VA,51,087,Henrico County,H1"
2862,"VA,51,089,Henry County,H1"
2863,"VA,51,091,Highland County,H1"
2864,"VA,51,093,Isle of Wight County,H1"
2865,"VA,51,095,James City County,H1"
2866,"VA,51,097,King and Queen County,H1"
2867,"VA,51,099,King George County,H1"
2868,"VA,51,101,King William County,H1"
2869,"VA,51,103,Lancaster County,H1"
2870,"VA,51,105,Lee County,H1"
2871,"VA,51,107,Loudoun County,H1"
2872,"VA,51,109,Louisa County,H1"
2873,"VA,51,111,Lunenburg County,H1"
2874,"VA,51,113,Madison County,H1"
2875,"VA,51,115,Mathews County,H1"
2876,"VA,51,117,Mecklenburg County,H1"
2877,"VA,51,119,Middlesex County,H1"
2878,"VA,51,121,Montgomery County,H1"
2879,"VA,51,125,Nelson County,H1"
2880,"VA,51,127,New Kent County,H1"
2881,"VA,51,131,Northampton County,H1"
2882,"VA,51,133,Northumberland County,H1"
2883,"VA,51,135,Nottoway County,H1"
2884,"VA,51,137,Orange County,H1"
2885,"VA,51,139,Page County,H1"
2886,"VA,51,141,Patrick County,H1"
2887,"VA,51,143,Pittsylvania County,H1"
2888,"VA,51,145,Powhatan County,H1"
2889,"VA,51,147,Prince Edward County,H1"
2890,"VA,51,149,Prince George County,H1"
2891,"VA,51,153,Prince William County,H1"
2892,"VA,51,155,Pulaski County,H1"
2893,"VA,51,157,Rappahannock County,H1"
2894,"VA,51,159,Richmond County,H1"
2895,"VA,51,161,Roanoke County,H1"
2896,"VA,51,163,Rockbridge County,H1"
2897,"VA,51,165,Rockingham County,H1"
2898,"VA,51,167,Russell County,H1"
2899,"VA,51,169,Scott County,H1"
2900,"VA,51,171,Shenandoah County,H1"
2901,"VA,51,173,Smyth County,H1"
2902,"VA,51,175,Southampton County,H1"
2903,"VA,51,177,Spotsylvania County,H1"
2904,"VA,51,179,Stafford County,H1"
2905,"VA,51,181,Surry County,H1"
2906,"VA,51,183,Sussex County,H1"
2907,"VA,51,185,Tazewell County,H1"
2908,"VA,51,187,Warren County,H1"
2909,"VA,51,191,Washington County,H1"
2910,"VA,51,193,Westmoreland County,H1"
2911,"VA,51,195,Wise County,H1"
2912,"VA,51,197,Wythe County,H1"
2913,"VA,51,199,York County,H1"
2914,"VA,51,510,Alexandria city,C7"
2915,"VA,51,515,Bedford city,C7"
2916,"VA,51,520,Bristol city,C7"
2917,"VA,51,530,Buena Vista city,C7"
2918,"VA,51,540,Charlottesville city,C7"
2919,"VA,51,550,Chesapeake city,C7"
2920,"VA,51,570,Colonial Heights city,C7"
2921,"VA,51,580,Covington city,C7"
2922,"VA,51,590,Danville city,C7"
2923,"VA,51,595,Emporia city,C7"
2924,"VA,51,600,Fairfax city,C7"
2925,"VA,51,610,Falls Church city,C7"
2926,"VA,51,620,Franklin city,C7"
2927,"VA,51,630,Fredericksburg city,C7"
2928,"VA,51,640,Galax city,C7"
2929,"VA,51,650,Hampton city,C7"
2930,"VA,51,660,Harrisonburg city,C7"
2931,"VA,51,670,Hopewell city,C7"
2932,"VA,51,678,Lexington city,C7"
2933,"VA,51,680,Lynchburg city,C7"
2934,"VA,51,683,Manassas city,C7"
2935,"VA,51,685,Manassas Park city,C7"
2936,"VA,51,690,Martinsville city,C7"
2937,"VA,51,700,Newport News city,C7"
2938,"VA,51,710,Norfolk city,C7"
2939,"VA,51,720,Norton city,C7"
2940,"VA,51,730,Petersburg city,C7"
2941,"VA,51,735,Poquoson city,C7"
2942,"VA,51,740,Portsmouth city,C7"
2943,"VA,51,750,Radford city,C7"
2944,"VA,51,760,Richmond city,C7"
2945,"VA,51,770,Roanoke city,C7"
2946,"VA,51,775,Salem city,C7"
2947,"VA,51,790,Staunton city,C7"
2948,"VA,51,800,Suffolk city,C7"
2949,"VA,51,810,Virginia Beach city,C7"
2950,"VA,51,820,Waynesboro city,C7"
2951,"VA,51,830,Williamsburg city,C7"
2952,"VA,51,840,Winchester city,C7"
2953,"WA,53,001,Adams County,H1"
2954,"WA,53,003,Asotin County,H1"
2955,"WA,53,005,Benton County,H1"
2956,"WA,53,007,Chelan County,H1"
2957,"WA,53,009,Clallam County,H1"
2958,"WA,53,011,Clark County,H1"
2959,"WA,53,013,Columbia County,H1"
2960,"WA,53,015,Cowlitz County,H1"
2961,"WA,53,017,Douglas County,H1"
2962,"WA,53,019,Ferry County,H1"
2963,"WA,53,021,Franklin County,H1"
2964,"WA,53,023,Garfield County,H1"
2965,"WA,53,025,Grant County,H1"
2966,"WA,53,027,Grays Harbor County,H1"
2967,"WA,53,029,Island County,H1"
2968,"WA,53,031,Jefferson County,H1"
2969,"WA,53,033,King County,H1"
2970,"WA,53,035,Kitsap County,H1"
2971,"WA,53,037,Kittitas County,H1"
2972,"WA,53,039,Klickitat County,H1"
2973,"WA,53,041,Lewis County,H1"
2974,"WA,53,043,Lincoln County,H1"
2975,"WA,53,045,Mason County,H1"
2976,"WA,53,047,Okanogan County,H1"
2977,"WA,53,049,Pacific County,H1"
2978,"WA,53,051,Pend Oreille County,H1"
2979,"WA,53,053,Pierce County,H1"
2980,"WA,53,055,San Juan County,H1"
2981,"WA,53,057,Skagit County,H1"
2982,"WA,53,059,Skamania County,H1"
2983,"WA,53,061,Snohomish County,H1"
2984,"WA,53,063,Spokane County,H1"
2985,"WA,53,065,Stevens County,H1"
2986,"WA,53,067,Thurston County,H1"
2987,"WA,53,069,Wahkiakum County,H1"
2988,"WA,53,071,Walla Walla County,H1"
2989,"WA,53,073,Whatcom County,H1"
2990,"WA,53,075,Whitman County,H1"
2991,"WA,53,077,Yakima County,H1"
2992,"WV,54,001,Barbour County,H1"
2993,"WV,54,003,Berkeley County,H1"
2994,"WV,54,005,Boone County,H1"
2995,"WV,54,007,Braxton County,H1"
2996,"WV,54,009,Brooke County,H1"
2997,"WV,54,011,Cabell County,H1"
2998,"WV,54,013,Calhoun County,H1"
2999,"WV,54,015,Clay County,H1"
3000,"WV,54,017,Doddridge County,H1"
3001,"WV,54,019,Fayette County,H1"
3002,"WV,54,021,Gilmer County,H1"
3003,"WV,54,023,Grant County,H1"
3004,"WV,54,025,Greenbrier County,H1"
3005,"WV,54,027,Hampshire County,H1"
3006,"WV,54,029,Hancock County,H1"
3007,"WV,54,031,Hardy County,H1"
3008,"WV,54,033,Harrison County,H1"
3009,"WV,54,035,Jackson County,H1"
3010,"WV,54,037,Jefferson County,H1"
3011,"WV,54,039,Kanawha County,H1"
3012,"WV,54,041,Lewis County,H1"
3013,"WV,54,043,Lincoln County,H1"
3014,"WV,54,045,Logan County,H1"
3015,"WV,54,047,McDowell County,H1"
3016,"WV,54,049,Marion County,H1"
3017,"WV,54,051,Marshall County,H1"
3018,"WV,54,053,Mason County,H1"
3019,"WV,54,055,Mercer County,H1"
3020,"WV,54,057,Mineral County,H1"
3021,"WV,54,059,Mingo County,H1"
3022,"WV,54,061,Monongalia County,H1"
3023,"WV,54,063,Monroe County,H1"
3024,"WV,54,065,Morgan County,H1"
3025,"WV,54,067,Nicholas County,H1"
3026,"WV,54,069,Ohio County,H1"
3027,"WV,54,071,Pendleton County,H1"
3028,"WV,54,073,Pleasants County,H1"
3029,"WV,54,075,Pocahontas County,H1"
3030,"WV,54,077,Preston County,H1"
3031,"WV,54,079,Putnam County,H1"
3032,"WV,54,081,Raleigh County,H1"
3033,"WV,54,083,Randolph County,H1"
3034,"WV,54,085,Ritchie County,H1"
3035,"WV,54,087,Roane County,H1"
3036,"WV,54,089,Summers County,H1"
3037,"WV,54,091,Taylor County,H1"
3038,"WV,54,093,Tucker County,H1"
3039,"WV,54,095,Tyler County,H1"
3040,"WV,54,097,Upshur County,H1"
3041,"WV,54,099,Wayne County,H1"
3042,"WV,54,101,Webster County,H1"
3043,"WV,54,103,Wetzel County,H1"
3044,"WV,54,105,Wirt County,H1"
3045,"WV,54,107,Wood County,H1"
3046,"WV,54,109,Wyoming County,H1"
3047,"WI,55,001,Adams County,H1"
3048,"WI,55,003,Ashland County,H1"
3049,"WI,55,005,Barron County,H1"
3050,"WI,55,007,Bayfield County,H1"
3051,"WI,55,009,Brown County,H1"
3052,"WI,55,011,Buffalo County,H1"
3053,"WI,55,013,Burnett County,H1"
3054,"WI,55,015,Calumet County,H1"
3055,"WI,55,017,Chippewa County,H1"
3056,"WI,55,019,Clark County,H1"
3057,"WI,55,021,Columbia County,H1"
3058,"WI,55,023,Crawford County,H1"
3059,"WI,55,025,Dane County,H1"
3060,"WI,55,027,Dodge County,H1"
3061,"WI,55,029,Door County,H1"
3062,"WI,55,031,Douglas County,H1"
3063,"WI,55,033,Dunn County,H1"
3064,"WI,55,035,Eau Claire County,H1"
3065,"WI,55,037,Florence County,H1"
3066,"WI,55,039,Fond du Lac County,H1"
3067,"WI,55,041,Forest County,H1"
3068,"WI,55,043,Grant County,H1"
3069,"WI,55,045,Green County,H1"
3070,"WI,55,047,Green Lake County,H1"
3071,"WI,55,049,Iowa County,H1"
3072,"WI,55,051,Iron County,H1"
3073,"WI,55,053,Jackson County,H1"
3074,"WI,55,055,Jefferson County,H1"
3075,"WI,55,057,Juneau County,H1"
3076,"WI,55,059,Kenosha County,H1"
3077,"WI,55,061,Kewaunee County,H1"
3078,"WI,55,063,La Crosse County,H1"
3079,"WI,55,065,Lafayette County,H1"
3080,"WI,55,067,Langlade County,H1"
3081,"WI,55,069,Lincoln County,H1"
3082,"WI,55,071,Manitowoc County,H1"
3083,"WI,55,073,Marathon County,H1"
3084,"WI,55,075,Marinette County,H1"
3085,"WI,55,077,Marquette County,H1"
3086,"WI,55,078,Menominee County,H1"
3087,"WI,55,079,Milwaukee County,H1"
3088,"WI,55,081,Monroe County,H1"
3089,"WI,55,083,Oconto County,H1"
3090,"WI,55,085,Oneida County,H1"
3091,"WI,55,087,Outagamie County,H1"
3092,"WI,55,089,Ozaukee County,H1"
3093,"WI,55,091,Pepin County,H1"
3094,"WI,55,093,Pierce County,H1"
3095,"WI,55,095,Polk County,H1"
3096,"WI,55,097,Portage County,H1"
3097,"WI,55,099,Price County,H1"
3098,"WI,55,101,Racine County,H1"
3099,"WI,55,103,Richland County,H1"
3100,"WI,55,105,Rock County,H1"
3101,"WI,55,107,Rusk County,H1"
3102,"WI,55,109,St. Croix County,H1"
3103,"WI,55,111,Sauk County,H1"
3104,"WI,55,113,Sawyer County,H1"
3105,"WI,55,115,Shawano County,H1"
3106,"WI,55,117,Sheboygan County,H1"
3107,"WI,55,119,Taylor County,H1"
3108,"WI,55,121,Trempealeau County,H1"
3109,"WI,55,123,Vernon County,H1"
3110,"WI,55,125,Vilas County,H1"
3111,"WI,55,127,Walworth County,H1"
3112,"WI,55,129,Washburn County,H1"
3113,"WI,55,131,Washington County,H1"
3114,"WI,55,133,Waukesha County,H1"
3115,"WI,55,135,Waupaca County,H1"
3116,"WI,55,137,Waushara County,H1"
3117,"WI,55,139,Winnebago County,H1"
3118,"WI,55,141,Wood County,H1"
3119,"WY,56,001,Albany County,H1"
3120,"WY,56,003,Big Horn County,H1"
3121,"WY,56,005,Campbell County,H1"
3122,"WY,56,007,Carbon County,H1"
3123,"WY,56,009,Converse County,H1"
3124,"WY,56,011,Crook County,H1"
3125,"WY,56,013,Fremont County,H1"
3126,"WY,56,015,Goshen County,H1"
3127,"WY,56,017,Hot Springs County,H1"
3128,"WY,56,019,Johnson County,H1"
3129,"WY,56,021,Laramie County,H1"
3130,"WY,56,023,Lincoln County,H1"
3131,"WY,56,025,Natrona County,H1"
3132,"WY,56,027,Niobrara County,H1"
3133,"WY,56,029,Park County,H1"
3134,"WY,56,031,Platte County,H1"
3135,"WY,56,033,Sheridan County,H1"
3136,"WY,56,035,Sublette County,H1"
3137,"WY,56,037,Sweetwater County,H1"
3138,"WY,56,039,Teton County,H1"
3139,"WY,56,041,Uinta County,H1"
3140,"WY,56,043,Washakie County,H1"
3141,"WY,56,045,Weston County,H1"
3142,"AS,60,010,Eastern District,H1"
3143,"AS,60,020,Manu'a District,H1"
3144,"AS,60,030,Rose Island,H4"
3145,"AS,60,040,Swains Island,H4"
3146,"AS,60,050,Western District,H1"
3147,"GU,66,010,Guam,H4"
3148,"MP,69,085,Northern Islands Municipality,H1"
3149,"MP,69,100,Rota Municipality,H1"
3150,"MP,69,110,Saipan Municipality,H1"
3151,"MP,69,120,Tinian Municipality,H1"
3152,"PR,72,001,Adjuntas Municipio,H1"
3153,"PR,72,003,Aguada Municipio,H1"
3154,"PR,72,005,Aguadilla Municipio,H1"
3155,"PR,72,007,Aguas Buenas Municipio,H1"
3156,"PR,72,009,Aibonito Municipio,H1"
3157,"PR,72,011,Anasco Municipio,H1"
3158,"PR,72,013,Arecibo Municipio,H1"
3159,"PR,72,015,Arroyo Municipio,H1"
3160,"PR,72,017,Barceloneta Municipio,H1"
3161,"PR,72,019,Barranquitas Municipio,H1"
3162,"PR,72,021,Bayamon Municipio,H1"
3163,"PR,72,023,Cabo Rojo Municipio,H1"
3164,"PR,72,025,Caguas Municipio,H1"
3165,"PR,72,027,Camuy Municipio,H1"
3166,"PR,72,029,Canovanas Municipio,H1"
3167,"PR,72,031,Carolina Municipio,H1"
3168,"PR,72,033,Catano Municipio,H1"
3169,"PR,72,035,Cayey Municipio,H1"
3170,"PR,72,037,Ceiba Municipio,H1"
3171,"PR,72,039,Ciales Municipio,H1"
3172,"PR,72,041,Cidra Municipio,H1"
3173,"PR,72,043,Coamo Municipio,H1"
3174,"PR,72,045,Comerio Municipio,H1"
3175,"PR,72,047,Corozal Municipio,H1"
3176,"PR,72,049,Culebra Municipio,H1"
3177,"PR,72,051,Dorado Municipio,H1"
3178,"PR,72,053,Fajardo Municipio,H1"
3179,"PR,72,054,Florida Municipio,H1"
3180,"PR,72,055,Guanica Municipio,H1"
3181,"PR,72,057,Guayama Municipio,H1"
3182,"PR,72,059,Guayanilla Municipio,H1"
3183,"PR,72,061,Guaynabo Municipio,H1"
3184,"PR,72,063,Gurabo Municipio,H1"
3185,"PR,72,065,Hatillo Municipio,H1"
3186,"PR,72,067,Hormigueros Municipio,H1"
3187,"PR,72,069,Humacao Municipio,H1"
3188,"PR,72,071,Isabela Municipio,H1"
3189,"PR,72,073,Jayuya Municipio,H1"
3190,"PR,72,075,Juana Diaz Municipio,H1"
3191,"PR,72,077,Juncos Municipio,H1"
3192,"PR,72,079,Lajas Municipio,H1"
3193,"PR,72,081,Lares Municipio,H1"
3194,"PR,72,083,Las Marias Municipio,H1"
3195,"PR,72,085,Las Piedras Municipio,H1"
3196,"PR,72,087,Loiza Municipio,H1"
3197,"PR,72,089,Luquillo Municipio,H1"
3198,"PR,72,091,Manati Municipio,H1"
3199,"PR,72,093,Maricao Municipio,H1"
3200,"PR,72,095,Maunabo Municipio,H1"
3201,"PR,72,097,Mayaguez Municipio,H1"
3202,"PR,72,099,Moca Municipio,H1"
3203,"PR,72,101,Morovis Municipio,H1"
3204,"PR,72,103,Naguabo Municipio,H1"
3205,"PR,72,105,Naranjito Municipio,H1"
3206,"PR,72,107,Orocovis Municipio,H1"
3207,"PR,72,109,Patillas Municipio,H1"
3208,"PR,72,111,Penuelas Municipio,H1"
3209,"PR,72,113,Ponce Municipio,H1"
3210,"PR,72,115,Quebradillas Municipio,H1"
3211,"PR,72,117,Rincon Municipio,H1"
3212,"PR,72,119,Rio Grande Municipio,H1"
3213,"PR,72,121,Sabana Grande Municipio,H1"
3214,"PR,72,123,Salinas Municipio,H1"
3215,"PR,72,125,San German Municipio,H1"
3216,"PR,72,127,San Juan Municipio,H1"
3217,"PR,72,129,San Lorenzo Municipio,H1"
3218,"PR,72,131,San Sebastian Municipio,H1"
3219,"PR,72,133,Santa Isabel Municipio,H1"
3220,"PR,72,135,Toa Alta Municipio,H1"
3221,"PR,72,137,Toa Baja Municipio,H1"
3222,"PR,72,139,Trujillo Alto Municipio,H1"
3223,"PR,72,141,Utuado Municipio,H1"
3224,"PR,72,143,Vega Alta Municipio,H1"
3225,"PR,72,145,Vega Baja Municipio,H1"
3226,"PR,72,147,Vieques Municipio,H1"
3227,"PR,72,149,Villalba Municipio,H1"
3228,"PR,72,151,Yabucoa Municipio,H1"
3229,"PR,72,153,Yauco Municipio,H1"
3230,"UM,74,300,Midway Islands,H4"
3231,"VI,78,010,St. Croix Island,H4"
3232,"VI,78,020,St. John Island,H4"
3233,"VI,78,030,St. Thomas Island,H4"
